ID,start_date,year,month,receiver_country,initiator_country,cyber_conflict_issue,offline_conflict_issue_subcode,receiver_region
324,2012-01-01,2012.0,1.0,Israel,Pakistan,System / ideology,,"['ASIA', 'MENA', 'MEA']"
325,2012-01-01,2012.0,1.0,India,Bangladesh,System / ideology,,"['ASIA', 'SASIA', 'SCO']"
325,2012-01-01,2012.0,1.0,India,Bangladesh,Other,,"['ASIA', 'SASIA', 'SCO']"
326,2012-01-01,2012.0,1.0,Taiwan,China,Unknown,,"['ASIA', 'SCS']"
327,2012-01-01,2012.0,1.0,Canada,China,Unknown,,"['NATO', 'NORTHAM']"
328,2012-01-01,2012.0,1.0,China,Unknown,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
329,2012-01-01,2012.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
330,2012-01-01,2012.0,1.0,Southeast Asia (region),China,Resources,,"['NO_REGION', 'NATO', 'NORTHAM']"
330,2012-01-01,2012.0,1.0,United States,China,Resources,,"['NO_REGION', 'NATO', 'NORTHAM']"
331,2012-01-11,2012.0,1.0,Saudi Arabia,Israel,System / ideology,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
332,2012-01-13,2012.0,1.0,Israel,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA']"
333,2012-01-16,2012.0,1.0,Israel,Saudi Arabia,System / ideology,,"['ASIA', 'MENA', 'MEA']"
334,2012-01-17,2012.0,1.0,United Arab Emirates,Israel,System / ideology,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
334,2012-01-17,2012.0,1.0,Saudi Arabia,Israel,System / ideology,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
335,2012-01-20,2012.0,1.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
336,2012-01-25,2012.0,1.0,Israel,Palestine,System / ideology,,"['ASIA', 'MENA', 'MEA']"
337,2012-02-01,2012.0,2.0,Myanmar,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
337,2012-02-01,2012.0,2.0,United States,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
337,2012-02-01,2012.0,2.0,Germany,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
337,2012-02-01,2012.0,2.0,Canada,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
337,2012-02-01,2012.0,2.0,India,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
337,2012-02-01,2012.0,2.0,Singapore,China,Other,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SASIA', 'SCO']"
338,2012-02-03,2012.0,2.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
338,2012-02-03,2012.0,2.0,United Kingdom,Unknown,Unknown,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU']"
339,2012-02-09,2012.0,2.0,Bangladesh,India,Territory,,"['ASIA', 'SASIA']"
340,2012-02-11,2012.0,2.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
341,2012-02-11,2012.0,2.0,Bangladesh,India,Territory,,"['ASIA', 'SASIA']"
342,2012-02-12,2012.0,2.0,India,Bangladesh,Territory,,"['ASIA', 'SASIA', 'SCO']"
343,2012-02-15,2012.0,2.0,India,Bangladesh,Territory,,"['ASIA', 'SASIA', 'SCO']"
344,2012-02-28,2012.0,2.0,United Nations,Unknown,Unknown,,['NO_REGION']
345,2012-02-29,2012.0,2.0,Interpol,Unknown,Unknown,,['NO_REGION']
346,2012-03-01,2012.0,3.0,India,Pakistan,Secession,,"['ASIA', 'SASIA', 'SCO']"
347,2012-03-01,2012.0,3.0,Holy See (Vatican City State),Unknown,Unknown,,['EUROPE']
348,2012-03-01,2012.0,3.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM', 'NO_REGION']"
348,2012-03-01,2012.0,3.0,Mexico,Unknown,Unknown,,"['NATO', 'NORTHAM', 'NO_REGION']"
349,2012-03-01,2012.0,3.0,India,Unknown,Secession,,"['ASIA', 'SASIA', 'SCO']"
350,2012-03-02,2012.0,3.0,United Kingdom,"Iran, Islamic Republic of",System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
351,2012-03-21,2012.0,3.0,Israel,Palestine,National power,,"['ASIA', 'MENA', 'MEA']"
352,2012-03-25,2012.0,3.0,Israel,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA']"
353,2012-04-01,2012.0,4.0,Croatia,Unknown,Unknown,,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
354,2012-04-01,2012.0,4.0,United States,Syria,Unknown,,"['NATO', 'NORTHAM']"
355,2012-04-01,2012.0,4.0,China,Unknown,Cyber-specific,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
356,2012-04-01,2012.0,4.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
357,2012-04-01,2012.0,4.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
358,2012-04-20,2012.0,4.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
359,2012-04-21,2012.0,4.0,"Iran, Islamic Republic of",Unknown,Unknown,,"['ASIA', 'MENA', 'MEA']"
360,2012-04-24,2012.0,4.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
361,2012-04-26,2012.0,4.0,Afghanistan,Unknown,System / ideology,,"['ASIA', 'SASIA']"
362,2012-05-01,2012.0,5.0,Myanmar,China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
362,2012-05-01,2012.0,5.0,Canada,China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
362,2012-05-01,2012.0,5.0,Germany,China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
362,2012-05-01,2012.0,5.0,United States,China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
362,2012-05-01,2012.0,5.0,"Korea, Republic of",China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
362,2012-05-01,2012.0,5.0,Singapore,China,Unknown,,"['ASIA', 'SEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NEA']"
363,2012-05-22,2012.0,5.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
364,2012-05-29,2012.0,5.0,India,Unknown,Secession,,"['ASIA', 'SASIA', 'SCO']"
365,2012-06-01,2012.0,6.0,Myanmar,Bangladesh,Cyber-specific,,"['ASIA', 'SEA']"
365,2012-06-01,2012.0,6.0,Myanmar,Bangladesh,Other,,"['ASIA', 'SEA']"
366,2012-06-01,2012.0,6.0,Denmark,Unknown,Unknown,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
367,2012-06-01,2012.0,6.0,United Arab Emirates,Unknown,Cyber-specific,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
368,2012-06-01,2012.0,6.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
369,2012-06-19,2012.0,6.0,Bangladesh,Myanmar,Cyber-specific,,"['ASIA', 'SASIA']"
370,2012-06-26,2012.0,6.0,Israel,Pakistan,Cyber-specific,,"['ASIA', 'MENA', 'MEA']"
371,2012-06-27,2012.0,6.0,Israel,"Iran, Islamic Republic of",System / ideology,,"['ASIA', 'MENA', 'MEA']"
372,2012-07-01,2012.0,7.0,India,Unknown,Cyber-specific,,"['ASIA', 'SASIA', 'SCO']"
373,2012-07-01,2012.0,7.0,"Iran, Islamic Republic of",Netherlands,System / ideology,,"['ASIA', 'MENA', 'MEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
373,2012-07-01,2012.0,7.0,China,Netherlands,System / ideology,,"['ASIA', 'MENA', 'MEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
374,2012-07-01,2012.0,7.0,United States,Unknown,Unknown,,"['NATO', 'NORTHAM']"
375,2012-07-13,2012.0,7.0,India,Pakistan,Unknown,,"['ASIA', 'SASIA', 'SCO']"
376,2012-08-01,2012.0,8.0,United Kingdom,Unknown,Other,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
377,2012-08-01,2012.0,8.0,Uganda,Unknown,Other,,"['AFRICA', 'SSA']"
378,2012-08-03,2012.0,8.0,United Kingdom,Unknown,System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
379,2012-08-15,2012.0,8.0,Saudi Arabia,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
379,2012-08-15,2012.0,8.0,Qatar,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
380,2012-08-25,2012.0,8.0,United Kingdom,United Kingdom,Other,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
381,2012-09-01,2012.0,9.0,Japan,China,Territory,,"['ASIA', 'SCS', 'NEA']"
382,2012-09-01,2012.0,9.0,United States,Bangladesh,Other,,"['NATO', 'NORTHAM']"
383,2012-09-01,2012.0,9.0,Philippines,Philippines,Cyber-specific,,"['ASIA', 'SCS', 'SEA']"
384,2012-09-01,2012.0,9.0,South Africa,Unknown,Other,,"['AFRICA', 'SSA']"
385,2012-09-01,2012.0,9.0,Mexico,Pakistan,Other,,['NO_REGION']
386,2012-09-01,2012.0,9.0,Israel,Bangladesh,Other,,"['ASIA', 'MENA', 'MEA', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
386,2012-09-01,2012.0,9.0,United Kingdom,Bangladesh,Other,,"['ASIA', 'MENA', 'MEA', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
387,2012-09-01,2012.0,9.0,Philippines,Turkey,Unknown,,"['ASIA', 'SCS', 'SEA', 'NO_REGION']"
387,2012-09-01,2012.0,9.0,Cuba,Turkey,Unknown,,"['ASIA', 'SCS', 'SEA', 'NO_REGION']"
388,2012-09-01,2012.0,9.0,India,Pakistan,System / ideology,,"['ASIA', 'SASIA', 'SCO']"
389,2012-09-01,2012.0,9.0,Turkey,Turkey,Other,,"['ASIA', 'NATO', 'MEA']"
390,2012-09-01,2012.0,9.0,United States,China,Unknown,,"['NATO', 'NORTHAM']"
391,2012-09-05,2012.0,9.0,Qatar,Syria,Unknown,,"['ASIA', 'MENA', 'MEA', 'GULFC']"
392,2012-09-11,2012.0,9.0,Cambodia,Unknown,Cyber-specific,,"['ASIA', 'SEA']"
393,2012-10-01,2012.0,10.0,Philippines,Unknown,Cyber-specific,,"['ASIA', 'SCS', 'SEA']"
394,2012-10-01,2012.0,10.0,United States,United Kingdom,Cyber-specific,,"['NATO', 'NORTHAM']"
395,2012-10-01,2012.0,10.0,Israel,Tunisia,System / ideology,,"['ASIA', 'MENA', 'MEA']"
396,2012-10-01,2012.0,10.0,Israel,Bangladesh,System / ideology,,"['ASIA', 'MENA', 'MEA']"
397,2012-10-01,2012.0,10.0,Nigeria,Unknown,Cyber-specific,,"['AFRICA', 'SSA']"
398,2012-10-01,2012.0,10.0,United States,China,International power,,"['NATO', 'NORTHAM']"
399,2012-10-01,2012.0,10.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
400,2012-11-01,2012.0,11.0,Israel,Bangladesh,System / ideology,,"['ASIA', 'MENA', 'MEA']"
401,2012-11-01,2012.0,11.0,Israel,Unknown,Secession,,"['ASIA', 'MENA', 'MEA']"
402,2012-11-01,2012.0,11.0,Israel,Unknown,Secession,,"['ASIA', 'MENA', 'MEA']"
403,2012-11-01,2012.0,11.0,Palestine,Israel,Secession,,"['ASIA', 'MENA', 'MEA']"
404,2012-11-01,2012.0,11.0,Syria,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA']"
405,2012-11-12,2012.0,11.0,Israel,Unknown,System / ideology,,"['ASIA', 'MENA', 'MEA']"
406,2012-11-29,2012.0,11.0,Syria,United States,System / ideology,,"['ASIA', 'MENA', 'MEA']"
406,2012-11-29,2012.0,11.0,Syria,United States,International power,,"['ASIA', 'MENA', 'MEA']"
407,2012-12-01,2012.0,12.0,China,Pakistan,Cyber-specific,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA']"
407,2012-12-01,2012.0,12.0,Bangladesh,Pakistan,Cyber-specific,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'SASIA']"
408,2012-12-01,2012.0,12.0,South Africa,Morocco,International power,,"['AFRICA', 'SSA']"
409,2012-12-01,2012.0,12.0,Sri Lanka,Bangladesh,Other,,"['ASIA', 'SASIA']"
410,2012-12-01,2012.0,12.0,Pakistan,Bangladesh,Cyber-specific,,"['ASIA', 'SASIA', 'SCO']"
411,2012-12-09,2012.0,12.0,South Africa,Morocco,Subnational predominance,,"['AFRICA', 'SSA']"
412,2012-12-13,2012.0,12.0,India,India,Other,,"['ASIA', 'SASIA', 'SCO']"
413,2012-12-25,2012.0,12.0,Indonesia,Brazil,Unknown,,"['ASIA', 'SCS', 'SEA']"
414,2012-01-01,2012.0,1.0,Guatemala,Guatemala,System / ideology,,['CENTAM']
415,2012-07-01,2012.0,7.0,Morocco,Morocco,System / ideology,,"['AFRICA', 'NAF', 'MENA']"
416,2012-01-01,2012.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of",International power,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Japan,"Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Japan,"Korea, Democratic People's Republic of",International power,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Vietnam,"Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Vietnam,"Korea, Democratic People's Republic of",International power,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Middle East (region),"Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
416,2012-01-01,2012.0,1.0,Middle East (region),"Korea, Democratic People's Republic of",International power,,"['ASIA', 'SCS', 'NEA', 'SEA', 'NO_REGION']"
417,2013-01-01,2013.0,1.0,Taiwan,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
417,2013-01-01,2013.0,1.0,China,China,Unknown,,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
418,2013-01-01,2013.0,1.0,Israel,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
418,2013-01-01,2013.0,1.0,United States,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
418,2013-01-01,2013.0,1.0,Turkey,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
418,2013-01-01,2013.0,1.0,Saudi Arabia,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
418,2013-01-01,2013.0,1.0,Germany,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
418,2013-01-01,2013.0,1.0,Jordan,"Iran, Islamic Republic of",Unknown,,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'GULFC', 'EUROPE', 'EU(MS)', 'WESTEU']"
419,2013-01-01,2013.0,1.0,Southeast Asia (region),China,Unknown,,"['NO_REGION', 'NATO', 'NORTHAM']"
419,2013-01-01,2013.0,1.0,United States,China,Unknown,,"['NO_REGION', 'NATO', 'NORTHAM']"
420,2013-01-01,2013.0,1.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
420,2013-01-01,2013.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
421,2013-01-01,2013.0,1.0,United States,"Iran, Islamic Republic of",System / ideology,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
421,2013-01-01,2013.0,1.0,United States,"Iran, Islamic Republic of",National power,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
421,2013-01-01,2013.0,1.0,United States,"Iran, Islamic Republic of",International power,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
421,2013-01-01,2013.0,1.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",System / ideology,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
421,2013-01-01,2013.0,1.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",National power,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
421,2013-01-01,2013.0,1.0,"Iran, Islamic Republic of","Iran, Islamic Republic of",International power,,"['NATO', 'NORTHAM', 'ASIA', 'MENA', 'MEA']"
422,2013-01-01,2013.0,1.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
423,2013-01-01,2013.0,1.0,"Korea, Republic of","Korea, Democratic People's Republic of",Unknown,,"['ASIA', 'SCS', 'NEA', 'EASIA', 'SCO']"
423,2013-01-01,2013.0,1.0,China,"Korea, Democratic People's Republic of",Unknown,,"['ASIA', 'SCS', 'NEA', 'EASIA', 'SCO']"
424,2013-01-01,2013.0,1.0,Unknown,China,Unknown,,['NO_REGION']
425,2013-01-01,2013.0,1.0,Russia,Unknown,Unknown,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NATO', 'EU(MS)']"
425,2013-01-01,2013.0,1.0,Ukraine,Unknown,Unknown,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NATO', 'EU(MS)']"
425,2013-01-01,2013.0,1.0,Slovakia,Unknown,Unknown,,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'NATO', 'EU(MS)']"
426,2013-01-01,2013.0,1.0,Finland,Russia,Unknown,,"['EUROPE', 'EU(MS)', 'NORTHEU']"
427,2013-01-01,2013.0,1.0,Azerbaijan,Unknown,Unknown,,"['ASIA', 'CENTAS']"
428,2013-01-01,2013.0,1.0,Unknown,Unknown,Unknown,,['NO_REGION']
429,2013-01-01,2013.0,1.0,Romania,Romania,Unknown,,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'NORTHAM']"
429,2013-01-01,2013.0,1.0,United States,Romania,Unknown,,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)', 'NORTHAM']"
430,2013-01-01,2013.0,1.0,Germany,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Denmark,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,United Kingdom,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Israel,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,United States,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Canada,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Australia,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,China,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Italy,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
430,2013-01-01,2013.0,1.0,Japan,"Iran, Islamic Republic of",International power,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHEU', 'ASIA', 'MENA', 'MEA', 'NORTHAM', 'OC', 'SCS', 'EASIA', 'NEA', 'SCO']"
431,2013-01-01,2013.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
432,2013-01-01,2013.0,1.0,Vietnam,Vietnam,Unknown,,"['ASIA', 'SCS', 'SEA', 'NO_REGION', 'EASIA', 'NEA', 'SCO']"
432,2013-01-01,2013.0,1.0,Southeast Asia (region),Vietnam,Unknown,,"['ASIA', 'SCS', 'SEA', 'NO_REGION', 'EASIA', 'NEA', 'SCO']"
432,2013-01-01,2013.0,1.0,China,Vietnam,Unknown,,"['ASIA', 'SCS', 'SEA', 'NO_REGION', 'EASIA', 'NEA', 'SCO']"
433,2013-01-01,2013.0,1.0,United States,China,Unknown,,"['NATO', 'NORTHAM']"
434,2013-01-01,2013.0,1.0,United States,China,Unknown,,"['NATO', 'NORTHAM']"
435,2013-01-01,2013.0,1.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
435,2013-01-01,2013.0,1.0,United States,China,International power,,"['NATO', 'NORTHAM']"
436,2013-01-07,2013.0,1.0,India,Bangladesh,Subnational predominance,,"['ASIA', 'SASIA', 'SCO']"
436,2013-01-07,2013.0,1.0,India,Bangladesh,Territory,,"['ASIA', 'SASIA', 'SCO']"
437,2013-01-10,2013.0,1.0,Turkey,Turkey,System / ideology,,"['ASIA', 'NATO', 'MEA']"
438,2013-01-15,2013.0,1.0,Chile,Peru,Unknown,,['SOUTHAM']
439,2013-01-26,2013.0,1.0,Sri Lanka,Unknown,Unknown,,"['ASIA', 'SASIA']"
440,2013-01-28,2013.0,1.0,Japan,Unknown,Unknown,,"['ASIA', 'SCS', 'NEA']"
441,2013-02-03,2013.0,2.0,Egypt,Unknown,System / ideology,,"['MENA', 'MEA', 'AFRICA', 'NAF']"
441,2013-02-03,2013.0,2.0,Egypt,Unknown,National power,,"['MENA', 'MEA', 'AFRICA', 'NAF']"
442,2013-02-03,2013.0,2.0,United States,Unknown,System / ideology,,"['NATO', 'NORTHAM']"
442,2013-02-03,2013.0,2.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
443,2013-02-16,2013.0,2.0,Mongolia,Unknown,Unknown,,"['ASIA', 'EASIA', 'NEA']"
444,2013-02-18,2013.0,2.0,Malaysia,Unknown,System / ideology,,"['ASIA', 'SCS', 'SEA']"
444,2013-02-18,2013.0,2.0,Malaysia,Unknown,National power,,"['ASIA', 'SCS', 'SEA']"
445,2013-02-19,2013.0,2.0,United States,Unknown,System / ideology,,"['NATO', 'NORTHAM']"
445,2013-02-19,2013.0,2.0,United States,Unknown,Cyber-specific,,"['NATO', 'NORTHAM']"
446,2013-02-23,2013.0,2.0,Lebanon,Kuwait,System / ideology,,"['ASIA', 'MENA', 'MEA']"
446,2013-02-23,2013.0,2.0,Lebanon,Kuwait,International power,,"['ASIA', 'MENA', 'MEA']"
447,2013-03-01,2013.0,3.0,India,China,International power,,"['ASIA', 'SASIA', 'SCO']"
448,2013-03-06,2013.0,3.0,Bangladesh,Unknown,System / ideology,,"['ASIA', 'SASIA']"
449,2013-03-10,2013.0,3.0,United States,China,System / ideology,,"['NATO', 'NORTHAM']"
449,2013-03-10,2013.0,3.0,United States,Tunisia,System / ideology,,"['NATO', 'NORTHAM']"
450,2013-03-11,2013.0,3.0,Pakistan,India,System / ideology,,"['ASIA', 'SASIA', 'SCO']"
450,2013-03-11,2013.0,3.0,Pakistan,India,International power,,"['ASIA', 'SASIA', 'SCO']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of","Korea, Republic of",System / ideology,,"['ASIA', 'NEA']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of","Korea, Republic of",Territory,,"['ASIA', 'NEA']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of","Korea, Republic of",International power,,"['ASIA', 'NEA']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of",United States,System / ideology,,"['ASIA', 'NEA']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of",United States,Territory,,"['ASIA', 'NEA']"
451,2013-03-13,2013.0,3.0,"Korea, Democratic People's Republic of",United States,International power,,"['ASIA', 'NEA']"
452,2013-03-14,2013.0,3.0,"Iran, Islamic Republic of",Unknown,System / ideology,,"['ASIA', 'MENA', 'MEA']"
453,2013-03-18,2013.0,3.0,Turkey,Germany,Cyber-specific,,"['ASIA', 'NATO', 'MEA']"
454,2013-03-20,2013.0,3.0,"Korea, Republic of","Korea, Democratic People's Republic of",System / ideology,,"['ASIA', 'SCS', 'NEA']"
455,2013-03-21,2013.0,3.0,United Kingdom,Syria,System / ideology,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
456,2013-03-23,2013.0,3.0,Israel,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA']"
457,2013-03-23,2013.0,3.0,Israel,Unknown,Unknown,,"['ASIA', 'MENA', 'MEA']"
458,2013-03-29,2013.0,3.0,Pakistan,India,Unknown,,"['ASIA', 'SASIA', 'SCO']"
458,2013-03-29,2013.0,3.0,Pakistan,Russia,Unknown,,"['ASIA', 'SASIA', 'SCO']"
