ID,start_date,year,month,initiator_country,incident_type,receiver_country,receiver_category,receiver_category_subcode,receiver_region
26,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Germany,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Germany,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Germany,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,India,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,India,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Japan,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,Japan,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Arab Emirates,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Arab Emirates,Critical infrastructure,Energy,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Arab Emirates,Critical infrastructure,Telecommunications,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Arab Emirates,Critical infrastructure,Defence industry,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
26,2006-01-01,2006.0,1.0,China,Data theft,United Arab Emirates,Corporate Targets,,"['NATO', 'NORTHAM', 'SOUTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA', 'SCO', 'SCS', 'NEA', 'NORTHEU', 'MENA', 'MEA', 'GULFC']"
27,2006-01-01,2006.0,1.0,United States,Data theft,Belgium,Critical infrastructure,Finance,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
28,2006-03-01,2006.0,3.0,Unknown,Disruption,Denmark,Corporate Targets,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
28,2006-03-01,2006.0,3.0,Unknown,Disruption,Denmark,End user(s) / specially protected groups,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
28,2006-03-01,2006.0,3.0,Unknown,Disruption,Denmark,Other,,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
29,2006-06-01,2006.0,6.0,China,Data theft,United States,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM']"
29,2006-06-01,2006.0,6.0,China,Hijacking without Misuse,United States,State institutions / political system,Government / ministries,"['NATO', 'NORTHAM']"
30,2006-06-08,2006.0,6.0,Germany,Data theft,Germany,State institutions / political system,Government / ministries,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
30,2006-06-08,2006.0,6.0,Germany,Data theft,Germany,Media,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
30,2006-06-08,2006.0,6.0,Germany,Data theft,Afghanistan,State institutions / political system,Government / ministries,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
30,2006-06-08,2006.0,6.0,Germany,Data theft,Afghanistan,Media,,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'SASIA']"
31,2006-08-01,2006.0,8.0,China,Data theft,United States,State institutions / political system,Legislative,"['NATO', 'NORTHAM']"
31,2006-08-01,2006.0,8.0,China,Data theft,United States,End user(s) / specially protected groups,,"['NATO', 'NORTHAM']"
32,2006-08-01,2006.0,8.0,China,Hijacking without Misuse,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM']"
33,2006-11-15,2006.0,11.0,China,Data theft,United States,State institutions / political system,Military,"['NATO', 'NORTHAM']"
33,2006-11-15,2006.0,11.0,China,Data theft,United States,Science,,"['NATO', 'NORTHAM']"
33,2006-11-15,2006.0,11.0,China,Disruption,United States,State institutions / political system,Military,"['NATO', 'NORTHAM']"
33,2006-11-15,2006.0,11.0,China,Disruption,United States,Science,,"['NATO', 'NORTHAM']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United States,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,United Kingdom,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Canada,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Taiwan,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Singapore,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Switzerland,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Belgium,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Israel,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,India,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,International / supranational organization,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,Critical infrastructure,Not specified.,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,Corporate Targets,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,Media,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Data theft,Japan,Science,,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
34,2006-01-01,2006.0,1.0,China,Hijacking with Misuse,United States,State institutions / political system,Civil service / administration,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'ASIA', 'SCS', 'WESTEU', 'MENA', 'MEA', 'SASIA', 'SCO', 'NEA']"
